H,電力需給調整力取引所取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,確報値,20210712,20210711,三次調整力2,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,システム約定結果,募集量（TSO別）[MW],5,0,0,0,0,0,0,0,12,17
B01,システム約定結果,応札量合計（電源属地別）[MW],17,17,367.458,66,51,612,311.368,0,17,1458.826
B01,システム約定結果,落札量合計（電源属地別）[MW],5,0,0,0,0,0,0,0,12,17
B01,システム約定結果,最高落札価格（電源属地別）[円/kW],0.36,0,0,0,0,0,0,0,0.25
B01,システム約定結果,最低落札価格（電源属地別）[円/kW],0.36,0,0,0,0,0,0,0,0.25
B01,システム約定結果,平均落札価格（電源属地別）[円/kW],0.36,0,0,0,0,0,0,0,0.25
B01,システム約定結果,落札量合計（TSO別）[MW],5,0,0,0,0,0,0,0,12,17
B01,システム約定結果,（内訳）自エリアからの落札量[MW],5,0,0,0,0,0,0,0,12,17
B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B01,合計（確報値）,募集量（TSO別）[MW],5,0,0,0,0,0,0,0,12,17
B01,合計（確報値）,応札量合計（電源属地別）[MW],17,17,367.458,66,51,612,311.368,0,17,1458.826
B01,合計（確報値）,約定量合計（電源属地別）[MW],5,0,0,0,0,0,0,0,12,17
B01,合計（確報値）,最高約定価格（電源属地別）[円/kW],0.36,0,0,0,0,0,0,0,0.25
B01,合計（確報値）,最低約定価格（電源属地別）[円/kW],0.36,0,0,0,0,0,0,0,0.25
B01,合計（確報値）,平均約定価格（電源属地別）[円/kW],0.36,0,0,0,0,0,0,0,0.25
B01,合計（確報値）,約定量合計（TSO別）[MW],5,0,0,0,0,0,0,0,12,17
