H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202509,一次オフライン,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250901B01,システム約定結果,募集量（TSO別）[MW],39,72,165,125,45,176,155,17,123,917
20250901B01,システム約定結果,応札量合計（電源属地別）[MW],0,0,5.48,1.92,0,0,0,0,5.319,12.719
20250901B01,システム約定結果,落札量合計（電源属地別）[MW],0,0,5.48,0,0,0,0,0,3.913,9.393
20250901B01,システム約定結果,応札件数（電源属地別）[件],0,0,3,1,0,0,0,0,3,7
20250901B01,システム約定結果,落札件数（電源属地別）[件],0,0,3,0,0,0,0,0,3,6
20250901B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,19.51,0,0,0,0,0,19.51,19.51
20250901B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,9.26,0,0,0,0,0,19.5,9.26
20250901B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,13.52,0,0,0,0,0,19.5,16.01
20250901B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,0,19.51,0,0,0,0,0,19.51,19.51
20250901B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0,9.26,0,0,0,0,0,19.5,9.26
20250901B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,0,13.52,0,0,0,0,0,19.5,16.01
20250901B01,システム約定結果,落札量合計（TSO別）[MW],0,0,5.48,0,0,0,0,0,3.913,9.393
20250901B01,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,5.48,0,0,0,0,0,3.913,9.393
20250901B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250901B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
